Age,Gender,Height,Weight,BMI,PhysicalActivityLevel,ObesityCategory
25,Male,180.2883829541281,77.30746660330288,23.78405796159597,3,0
24,Male,175.6979381190377,79.86286620227666,25.870901516119343,2,0
20,Male,164.32244936825805,76.62132249236389,28.37630503576003,3,0
34,Male,174.32192651465405,57.025740225537604,18.765791971908687,4,0
50,Female,158.57873456703825,64.53176280197465,25.661594198802277,4,0
65,Female,167.4968128826701,48.076657341237755,17.13646227026522,4,1
29,Female,175.02799230966403,77.3769449738212,25.25786027430982,3,0
76,Female,166.3948578327611,95.53082731023888,34.50354648807945,2,0
68,Male,194.68052182229823,42.63338669985306,11.248764640681355,1,1
39,Male,151.0781575117633,58.57531140792947,25.66322589365989,3,0
72,Female,164.5250964300119,67.273370861756,24.853003521293978,4,0
39,Male,160.62220166130092,72.60012135570332,28.14013636164247,3,0
63,Female,162.99651192542046,83.18764452151639,31.311379780559765,4,0
47,Female,163.57001776519118,67.717000294635,25.30989304613032,1,0
55,Female,156.7357931314101,65.26061910331525,26.565305684222988,1,0
55,Male,177.5270214857263,86.54696059104613,27.46141348941349,2,0
62,Female,164.52904702612895,79.92993350594958,29.52733744088954,4,0
68,Female,171.63573335588654,78.08466963551648,26.506376180758963,2,0
71,Female,165.65174238089756,71.68773567382172,26.12479230223317,2,0
25,Male,163.09119587713792,84.74728316379787,31.861392301303486,1,0
44,Male,186.72279236086845,60.155359131546,17.253597286557728,3,1
44,Female,179.22932182209408,58.10958576720883,18.089628858795034,3,1
51,Male,151.31799600044857,81.19151480303988,35.459244819717604,2,0
38,Male,150.25862551664113,45.62446046129639,20.207794559049574,1,0
47,Male,180.42608835636486,71.3826926445473,21.927759467776884,4,0
50,Male,164.80146608451247,65.25162471606232,24.02532039272002,3,0
45,Male,153.50917666065774,48.91367904020567,20.7568594555633,2,0
64,Male,180.4573513254034,56.03098630425603,17.205967964658818,3,1
50,Male,171.69124050099092,68.36535861556975,23.192086346419558,3,0
22,Male,172.51571084832318,85.50944884748534,28.73140097349268,4,0
77,Male,178.0953927200591,60.20563013113284,18.981552792850767,1,0
78,Male,156.9002284171761,88.20072099857491,35.82819948463413,4,0
65,Female,153.68499178615838,70.94768841334775,30.038298835115718,1,0
36,Female,185.809542949032,89.65577053254957,25.9682221207827,3,0
21,Male,155.6283323925771,60.93262586829928,25.157794572168655,2,0
52,Female,157.77762202924436,69.26785617841945,27.825369110980816,4,0
66,Female,159.77564620454234,75.52725405005494,29.585746373045374,1,0
34,Male,190.79945923690516,67.30734305887732,18.48877631638289,3,1
61,Male,174.93383300411526,84.29536220717854,27.545842300279716,1,0
45,Male,179.65407974435382,36.88654412064601,11.428620200248313,1,1
47,Female,171.96167545578732,106.3360830818491,35.95980459827878,1,0
46,Female,163.9811278879877,82.86661910492742,30.817108105221013,3,0
63,Male,176.3129128326017,67.39702256447475,21.680658567370628,2,0
70,Male,154.433840292032,61.715174896339825,25.876588634425964,2,0
23,Male,159.04716547903504,57.00369082827169,22.534665132738713,2,0
52,Female,177.32975179261481,79.68423211254606,25.340149891320706,1,0
77,Female,156.4274476917322,84.9247250318853,34.706293150537356,3,0
58,Female,168.10918530838126,67.56210807805151,23.90673706490297,1,0
54,Female,168.56487655644585,86.60485619467754,30.479516340426823,2,0
41,Male,164.7133799666284,56.39109929858317,20.78513275157538,2,0
46,Male,150.48881525151145,53.74283725019746,23.730787157842013,3,0
66,Male,163.7107110881131,97.20011807868325,36.26708103775168,1,0
63,Male,161.75031623067514,78.86662920307816,30.144147240511785,4,0
70,Female,171.614398632877,90.95272302719992,30.88220206523695,4,0
48,Female,171.1049053869947,57.19090437418461,19.53448847068081,2,0
52,Male,173.7796145993687,56.14711912346907,18.592158721757627,3,0
77,Male,163.240137270256,64.62086020813686,24.25039585535069,1,0
50,Female,175.22777950465888,57.63911737691482,18.772037222566702,1,0
69,Male,154.43993267226318,80.58047815342677,33.78396611771903,2,0
78,Female,151.78095267347646,58.733109146103324,25.494614110632877,2,0
38,Male,146.64427275833373,52.42495212899064,24.378547723769465,1,0
49,Male,165.00702760428004,72.13023118382849,26.49185943101439,1,0
40,Male,162.46701775661444,50.65020736262179,19.18893229115729,2,0
50,Male,177.893156118546,43.008041027869155,13.590366874862152,1,1
20,Male,163.5133741295113,71.99885850791917,26.92892707868232,4,0
35,Male,172.73376347944267,43.76169935484685,14.666946483346756,2,1
42,Male,178.13296576583076,81.62919094443134,25.725089528137012,1,0
59,Female,163.13680924350882,49.069994106208064,18.4379264513062,2,1
48,Female,172.98052210107173,36.38989320370378,12.161478429603596,3,1
71,Female,180.01927548955192,65.5930502478881,20.24043342666555,2,0
75,Female,157.61837225194432,72.16891754944727,29.049356414944768,2,0
20,Female,170.24852338244645,77.37212595522911,26.69425608632412,3,0
57,Male,163.1796561680069,72.58023548523781,27.257520383070663,4,0
63,Male,158.25510117506857,54.11031068323386,21.6055134508926,1,0
41,Female,154.6354825950977,80.69591771389906,33.746851222952884,3,0
67,Male,158.093514278213,84.40207759719621,33.76953107393573,2,0
49,Female,170.60029005752008,51.91356807316692,17.836980969398038,1,1
64,Female,153.89155544438253,67.2849079201058,28.411102299044185,3,0
39,Male,164.49272975911362,65.8833995933647,24.349081602727104,1,0
40,Male,178.13194406852898,73.3057237418205,23.102249536620203,1,0
19,Male,174.49010963418937,66.92614312338837,21.981340150030647,3,0
44,Female,164.69492377061843,68.98183341890535,25.431636407098125,1,0
59,Male,186.89690413358727,79.62723295362538,22.795934958866354,4,0
19,Female,188.93036413911662,53.292203505983,14.930011918534467,3,1
43,Female,170.26122431539727,81.06059702891234,27.962647894876383,4,0
34,Female,145.3145708411569,87.11699097296876,41.25575498620857,2,0
57,Male,178.8644819701626,94.51202490233301,29.541928984696003,1,0
50,Male,147.0602365996641,37.84949013793961,17.501267903081054,2,1
26,Female,184.76146110720063,67.25647514327173,19.702045900072605,2,0
60,Male,180.83584900742298,40.52349138469616,12.39189705495672,1,1
71,Male,187.7421250413802,33.474044653407645,9.496962704955061,3,1
65,Male,172.60265558367726,72.16139571411217,24.221998783606363,1,0
56,Female,166.38614232818162,64.01272310724457,23.122351401409176,2,0
46,Female,165.49898866309775,74.4977642765612,27.19897582765206,2,0
59,Male,164.53739828969103,77.29191535130974,28.54991488860344,3,0
72,Female,179.81068653674703,88.7184393716188,27.43992343141005,1,0
43,Male,177.12271489505878,70.80880637958671,22.570373859833477,2,0
52,Male,171.2022563343421,113.85033425978632,38.843230485778214,4,0
67,Male,162.77818692073023,74.59614782477819,28.152955068853785,2,0
42,Male,196.29212631300274,97.63718566850815,25.340168223786698,2,0
41,Female,179.12374613962868,35.007432992136266,10.910733284278995,3,1
30,Female,154.02288080226592,90.24609294325936,38.04152555087166,4,0
77,Female,164.83743984062872,67.2885926530666,24.764509111087516,2,0
75,Male,179.3177609740871,40.77479110859093,12.680755527616274,2,1
24,Male,162.00461078767316,76.3081766384218,29.074772561452473,4,0
74,Male,173.5154795882589,65.45566693023524,21.740563793611546,1,0
53,Female,179.50796300336148,78.70079872672213,24.42371381982306,1,0
62,Male,136.11571917343608,85.16614686326619,45.9674523812796,2,0
37,Female,168.9196230021075,47.66274824857607,16.703938152108247,2,1
18,Female,169.31209153565118,85.22378473682737,29.72931261203125,1,0
25,Female,165.8792754431621,70.09719226331075,25.475127323832,3,0
63,Female,173.0169513494604,90.29261762039907,30.16302771040013,4,0
33,Female,176.57519607495877,66.92277656503198,21.464192607286307,4,0
31,Female,171.4205094432461,62.943866612028685,21.420413737154863,3,0
29,Male,166.2617260595057,70.40581061033426,25.469706086724127,3,0
68,Male,176.32621299784267,71.52791059569779,23.00603513509645,3,0
40,Female,170.49053409274356,60.05822797762397,20.661981654989734,3,0
32,Female,167.69299586804522,62.55542903567074,22.245140850721803,3,0
45,Male,156.8772061466108,51.59686698229316,20.965423473249253,3,0
51,Female,154.37345214733918,63.480323653147074,26.637526829047022,4,0
19,Female,156.68770207285928,80.14465089996368,32.644101439304514,3,0
49,Male,172.7832906122021,67.93968739140784,22.75726478786315,1,0
40,Female,169.20921252393651,85.13597944070993,29.73480727982853,3,0
39,Female,155.19715901792537,67.2185579852039,27.907546532947034,3,0
68,Female,176.45917825793808,48.527230034150286,15.584647989040134,4,1
42,Male,183.74309513179094,78.95912331334873,23.387309457499732,4,0
75,Male,164.01506383283663,59.895652884498965,22.265262958329014,3,0
79,Male,152.59018142631624,66.49949066854697,28.56045619976824,4,0
78,Female,162.90873615098087,88.56358071226175,33.37078464572818,2,0
39,Female,178.5446062679469,52.586943104177294,16.496220611608422,4,1
75,Male,175.48529858534775,72.47115681196576,23.533347934968557,4,0
75,Female,160.77567313988519,69.39222474946313,26.84541600179457,4,0
39,Female,185.21172137764745,80.51388573155656,23.4711219879036,4,0
66,Female,183.482800659264,82.82730048223034,24.602700849531,1,0
69,Female,162.6699393672336,73.95758506373339,27.949118312998305,1,0
59,Female,162.56709997035034,64.59438030129401,24.441588005569827,1,0
23,Male,164.0717206262051,77.1005875603894,28.64113488087337,3,0
32,Female,164.92667224611455,90.03483845716845,33.100061235315664,3,0
71,Male,179.50538007928444,69.59065090540449,21.597125866290565,2,0
60,Female,174.25329060476594,65.9911582836546,21.733204925840436,1,0
77,Male,178.77078769350587,75.82255386501986,23.724949728246173,3,0
54,Female,176.73565143186698,70.58090530554419,22.596381297362576,4,0
50,Male,187.1452706819373,49.934358641233025,14.257446905268704,4,1
25,Female,159.40614456190858,73.58996200596222,28.9606605197662,1,0
70,Male,173.80358530383916,49.79856386854354,16.485394952978567,2,1
77,Female,148.26178743765303,75.6172096961267,34.400296386299466,2,0
61,Male,156.83044425903142,58.042859133901494,23.59869850570698,4,0
61,Female,169.25146614065153,70.5531220627952,24.629259675174694,2,0
22,Male,174.18206612754537,75.85890859298854,25.003437178893343,1,0
56,Male,168.9818425797043,106.80855018915355,37.40467945309109,4,0
21,Female,164.32807581187322,81.14124942680388,30.04817852635413,3,0
23,Female,166.1058212250696,90.47198214613502,32.79022524577439,3,0
62,Male,183.69440976424102,98.07621728040888,29.065100382546376,2,0
49,Female,166.1596782211986,77.33883875499167,28.012144750490688,4,0
69,Male,187.4924162204353,74.28534700400799,21.13176364981231,4,0
47,Male,177.9401707354113,53.999183367606754,17.054507647655953,3,1
64,Male,174.57537346148231,68.25055101399407,22.39443976994677,4,0
52,Female,158.06403089679003,59.15368405546207,23.676401249067702,4,0
72,Male,179.35238161399627,63.98411724813421,19.891058128615608,4,0
57,Male,165.06229422251502,98.05995064288705,35.99116595046939,2,0
69,Female,158.055602419943,71.71932263799984,28.708889279279557,4,0
33,Female,175.12843613079377,56.861506334258365,18.53979900393846,1,0
30,Female,156.1205393943346,90.61800182036957,37.1787167163019,2,0
67,Female,162.37758537870414,84.32913214356174,31.98346210681479,4,0
77,Male,169.89884088531088,85.11480238900593,29.4865704557901,4,0
59,Male,192.18421424114732,39.90804695346408,10.805006927779608,1,1
47,Male,163.1308424420751,99.23006436582227,37.28817387955612,2,0
36,Male,165.41783480699425,61.62227886859169,22.520243973414846,3,0
34,Female,177.32345054421646,81.66932159189133,25.973268237311746,3,0
73,Male,157.61704311623953,107.85699685925549,43.415216584028975,2,0
36,Male,174.42806381020915,102.32999122285926,33.6333569730728,4,0
45,Female,182.05926807616592,55.33656811790969,16.695008194788404,4,1
75,Male,166.92905115288897,48.332239944965906,17.34495083955335,3,1
72,Male,180.26154281396862,91.45519898271893,28.14506341061769,3,0
43,Male,172.91449923211806,72.13083717391,24.124490513960275,3,0
54,Male,162.6931803619622,62.4867783804688,23.607469461573505,1,0
43,Male,168.02195314103494,79.3182782040857,28.095788222474237,3,0
70,Male,166.2024266001976,67.55680633810839,24.45650480456082,1,0
79,Female,169.12361742183526,80.51986205573115,28.151043873614803,2,0
40,Female,171.52717899219832,71.00472711728099,24.13355900320233,4,0
26,Male,175.88199934971854,80.8358189249225,26.131302335621253,3,0
29,Male,175.08668249587134,56.58200966295417,18.457468706402224,4,1
70,Female,145.68286428737855,91.36693019698951,43.049894381337204,4,0
18,Male,169.02691811227973,80.46435056098656,28.16383325445435,3,0
75,Male,154.90578086593237,79.69446054105359,33.21183598807397,3,0
75,Male,167.24272747532675,53.23495109482009,19.03278651108717,2,0
18,Female,168.76210412189081,95.49448624966371,33.52960472025492,1,0
64,Male,179.76148358084708,69.79425850950598,21.598640224184752,1,0
51,Female,169.698845328999,80.92073293644762,28.099722637067426,4,0
49,Male,172.5921801834326,65.15763304380087,21.873741223532143,3,0
79,Female,177.93056380657433,73.91333597023146,23.346495259647423,2,0
71,Female,182.277522598193,74.45691028179107,22.409841035456047,2,0
65,Male,168.76986076643092,27.701036019948692,9.725372123466329,2,1
42,Female,170.94179441680407,78.73672186982246,26.945162824815544,2,0
57,Male,170.10023302242251,99.48012192583128,34.38163233091716,2,0
62,Female,164.57401035568927,78.09670388487936,28.83435228896968,1,0
70,Male,162.3088477655761,55.63437626665393,21.11829411527001,1,0
18,Male,147.28114083574062,79.74942349230831,36.76489018952815,1,0
33,Female,159.23339065475668,85.8922079526001,33.8754818261519,3,0
78,Male,152.21369166790197,77.68699774285582,33.530567201514586,4,0
56,Male,182.5519848445325,68.88809340354935,20.671455006362656,2,0
22,Female,171.88416008297432,66.36776161264103,22.463915552893443,3,0
39,Male,168.7406102705317,66.30535366949789,23.28677596600891,2,0
46,Male,162.8251481391892,80.46665351516819,30.35099800177707,1,0
72,Female,170.29779263234624,48.89314007410557,16.85892553588955,3,1
20,Female,161.52020122344666,64.42190258716889,24.69334094505341,1,0
29,Male,171.74018556620604,93.93414734516422,31.84781500769248,2,0
43,Male,172.45733982921354,94.51292899865764,31.77809483697454,2,0
33,Female,161.38616297643256,47.82779368297507,18.363174227769527,4,1
68,Female,161.19538035177598,53.02879583104587,20.408288389999296,2,0
54,Male,179.62199354595117,65.94069130708095,20.43781537459405,1,0
39,Female,169.47140045708701,83.38884275671528,29.034550722771726,2,0
74,Male,162.1897957073511,42.587884689205154,16.189708005066738,4,1
46,Male,166.29493698310483,69.17787047623783,25.01549696293485,4,0
31,Male,159.8940591329339,62.88731265130532,24.5979197821493,1,0
45,Male,169.32816419338084,89.88947011427851,31.35092943426384,3,0
22,Male,178.31628307664468,44.846372890461176,14.10409803196166,2,1
64,Female,169.72329332405738,71.38810923240433,24.782378119108444,4,0
66,Female,193.63633443675386,64.09585843977109,17.09449450118156,2,1
47,Female,174.21359568049004,92.04698389415931,30.32811886884007,2,0
63,Female,172.29954447842212,78.96478969529875,26.598994797586762,3,0
79,Male,160.91697869034198,61.212765111133976,23.639498461419784,4,0
69,Male,167.61466553157337,82.80079664993623,29.47205952882269,2,0
22,Male,162.20986156966308,64.1675672003714,24.38715096763117,4,0
29,Male,148.34354771595878,84.98994566859629,38.62159712258729,1,0
33,Female,179.74262222128812,66.44384513671633,20.566131620266315,1,0
43,Male,164.88549444449768,85.81999868153144,31.56629433372008,2,0
43,Male,162.3959992566669,76.54122932690875,29.02316570366236,4,0
65,Female,172.10570033958462,118.90736621037136,40.143778697840354,2,0
38,Female,175.12499552221516,69.20655991875994,22.56581314816317,4,0
56,Female,166.79225167093722,75.74293437432173,27.226410170166673,4,0
53,Female,169.9739833239098,62.80862887426104,21.73974313558951,3,0
50,Male,177.46187407314403,70.04028011132168,22.240151800278426,3,0
79,Male,166.39806405390053,29.472472987758387,10.644371902161813,3,1
47,Female,173.02333741763337,76.98376024811549,25.715190779143647,2,0
54,Male,153.4075538161085,90.14311319424118,38.30355322210772,3,0
40,Male,157.5868100157225,75.94945006899032,30.583339443022126,3,0
75,Male,176.05539778080401,50.29207813033935,16.225604723352312,1,1
27,Female,157.06441360832702,57.97319270936498,23.50020355615665,4,0
71,Male,172.34137547113298,33.54711809265594,11.294736615533187,4,1
22,Female,168.5300121780293,84.68386010298136,29.81577769628985,3,0
53,Male,166.35532737479772,54.902300609356296,19.838878458910262,4,0
51,Male,161.71537231032272,69.56937114681658,26.60207219684416,1,0
69,Male,179.09340018105374,67.6939364150917,21.105255080493183,1,0
48,Female,187.2989115451984,92.315905534874,26.31516072909698,3,0
27,Male,173.00192162600192,71.27921976948608,23.815575630497236,1,0
75,Female,173.22490715672816,82.13339380159016,27.371531258772407,4,0
36,Female,163.17669370142505,78.19695646221494,29.36794726672576,2,0
75,Female,158.03902768175618,90.391171299421,36.190727718534795,4,0
49,Male,169.60261095193826,66.41314458245562,23.088141562391442,2,0
18,Male,160.26250352041924,98.04422995756777,38.17316719093389,3,0
73,Male,152.2738987168418,40.21506765401027,17.34354490612903,2,1
22,Male,178.03445812365587,82.86210247001856,26.142541998836695,1,0
62,Female,178.5216678825183,57.000705870038026,17.885387851294173,4,1
21,Female,161.41161227046905,62.60875670830072,24.030650579460946,2,0
33,Female,172.43964321279245,78.54121400351553,26.413343458360018,4,0
41,Male,180.01952267791768,78.42103074771616,24.198772386173328,3,0
33,Female,172.05026687061883,79.09642020535107,26.72059516144813,3,0
72,Male,158.0684535390127,49.20763083842143,19.69436792808486,1,0
19,Female,167.67106586762898,91.7354534691886,32.630292128169806,3,0
66,Male,183.2680942004199,56.49029322658486,16.818997334163054,2,1
45,Male,172.47026643605113,58.490693646622006,19.6633859326858,3,0
49,Female,175.39132103182808,79.56845107250244,25.86572795679768,1,0
44,Female,173.41629219369113,65.69918237858138,21.8464146356975,4,0
37,Female,161.44488642021747,74.62391260843738,28.630532675645984,4,0
41,Female,163.79154780717354,37.65098955050818,14.03438612459245,3,1
29,Male,173.3886515705174,74.26486674278847,24.70256597270489,2,0
67,Female,178.1687178002041,73.26747819268324,23.08066590367567,1,0
52,Female,180.99904950917886,62.35212193353575,19.032623180578707,2,0
77,Female,161.4189445523181,38.88886060352816,14.925064353668116,1,1
50,Male,174.3312053467719,66.80787607777593,21.982516066059144,3,0
50,Male,181.87044111718976,69.43939210302081,20.993346303645673,1,0
78,Female,160.12918229711974,64.49156514504257,25.151387314294297,1,0
68,Male,184.86747135799772,42.45738303351253,12.423164044087587,3,1
60,Female,186.38940827344192,93.92101010975374,27.034621621504094,2,0
54,Male,196.25086339621657,60.417077080834396,15.686879429549995,3,1
29,Male,172.30933440829997,66.66693005615649,22.453954954479624,1,0
20,Male,172.36424676262448,33.85788518172564,11.39634153946923,3,1
18,Male,178.26994389117317,93.92283023047312,29.553907884926037,1,0
50,Female,177.9780267304942,63.00175102398915,19.889315884705454,3,0
57,Female,181.26366860995608,71.47694225611303,21.754265993061768,4,0
27,Female,177.84033180465104,86.81106167224978,27.44824285500608,4,0
60,Male,168.93938090961962,59.855436929250615,20.972094631499946,3,0
61,Female,182.21997120973504,84.44867481079817,25.433193270065445,2,0
46,Female,159.28745850307277,39.08011816088288,15.402552657521404,1,1
30,Female,170.05852336725374,78.26479986356969,27.06260953751429,4,0
29,Male,185.637356160498,93.5836324977948,27.156209433877002,2,0
48,Male,157.4975350187968,61.293747291729545,24.709767060205685,1,0
63,Male,163.22524343002837,86.78322430447598,32.573252941251035,4,0
19,Female,176.7174729107729,97.50883978290676,31.223745910615722,4,0
78,Female,173.93911973236152,66.17737242918972,21.87333395958945,3,0
68,Female,161.24974592343756,64.93707571225208,24.97437619426089,1,0
67,Male,165.8380599726986,56.52559381251544,20.55307070160415,2,0
52,Male,158.1921793734966,62.354047672223,24.916935739452338,2,0
40,Female,179.80484999520573,57.769601645910704,17.868848582392737,2,1
34,Male,167.4411864232947,56.5133335235916,20.15702063471021,1,0
43,Male,187.92155910760638,87.98252945067034,24.91398677980679,2,0
25,Male,170.81100244040022,58.15110962067611,19.930873069088832,2,0
46,Male,167.80259696597122,73.87782872079434,26.23715659331217,2,0
43,Female,166.83178238708203,70.57350152824355,25.356195186467442,3,0
27,Male,167.5580016480757,92.47141843856684,32.936479379899176,3,0
43,Male,171.10821095133804,62.452656519174795,21.33090175788595,1,0
79,Male,195.1240757657832,75.71722069981483,19.88716817218597,1,0
51,Male,166.6114032990064,81.86604553414162,29.49133063282449,2,0
68,Female,166.93646539228692,92.34624410980871,33.137276304663274,3,0
58,Female,170.65593845683182,62.233699824321,21.368931652944898,4,0
24,Male,180.9027450634426,60.73161296901429,18.557715039343744,4,0
21,Male,155.7901543892722,54.07328419059921,22.27936108579945,2,0
75,Male,174.55092736909646,103.5444943127236,33.984641301901576,2,0
70,Male,161.82574823978837,90.76708657270581,34.660366307676576,3,0
67,Male,175.53272688950952,69.36697908531936,22.513166447862424,3,0
62,Male,165.06240057639545,98.97158726690584,36.32571919572458,3,0
28,Female,146.95897660242713,68.47204908451515,31.70451301682949,1,0
46,Male,173.69577602687485,80.86615707150294,26.80330142669548,1,0
73,Female,173.6114477034687,70.15257852584082,23.274851643641487,2,0
53,Female,164.2091969152057,75.96708177625706,28.17283095202327,1,0
42,Male,163.61656139856996,74.37642163800321,27.783103549882608,3,0
38,Female,156.8862727491235,63.625219399350264,25.84993184072529,3,0
78,Female,177.73099941538868,86.38747807128028,27.34792811705187,1,0
74,Female,178.8221578246681,80.73928626525851,25.248887287698224,4,0
53,Female,161.2094911482411,85.41541890252219,32.86662130684689,2,0
27,Female,164.6006554046115,74.80340778249021,27.60948227572148,4,0
54,Female,169.36710878861038,56.40145177334297,19.662201165408074,2,0
26,Male,192.70865281035546,95.64079099836552,25.753765006475763,4,0
41,Female,175.4512174758893,66.06165649648861,21.460344386923676,1,0
52,Female,160.5658448499162,75.46100542852622,29.269563770731594,2,0
66,Female,173.03780309490506,79.53072038233405,26.561520418612343,2,0
52,Male,156.2330845936192,75.36132574326426,30.87468356267965,2,0
65,Female,177.17990309916172,83.73125531845412,26.672190395389627,3,0
53,Male,186.75547393544483,86.10066883474747,24.686518408221637,3,0
35,Female,186.79791685083958,66.62749745429129,19.09455070726612,4,0
66,Male,177.34893503474342,94.3820101293347,30.00765463624668,1,0
56,Male,164.16587644131872,65.99644668758103,24.488082184049322,3,0
49,Female,156.99098243485875,75.05123573321183,30.45148195454879,2,0
41,Female,155.9979495663089,64.18482724593653,26.37512925090431,3,0
40,Male,141.93782890501456,59.89789716023815,29.73139316264017,1,0
79,Female,176.9385576300792,85.66286633186296,27.36198728445117,3,0
49,Male,168.971644797756,116.82845346139068,40.918618680858756,2,0
54,Male,179.09216166453126,64.57360167519525,20.132692181954955,4,0
29,Male,184.28031485234786,88.22982362017116,25.98109912361319,2,0
66,Male,170.9990554390241,65.11133030949709,22.26738129088266,1,0
72,Male,171.45961609713154,69.84272534715993,23.75732198377381,4,0
30,Female,165.35679655502534,96.36375658347508,35.242736404456714,3,0
40,Male,166.5391558282759,53.89697072387041,19.43263254140734,3,0
42,Male,177.28469912472934,49.927613970653155,15.885405392428966,3,1
52,Female,168.25624969634688,68.69202026855277,24.26408284981873,4,0
58,Male,166.80992333247175,79.95484041906509,28.734324719044718,2,0
47,Female,169.8168314055715,76.95499857521322,26.68550145340961,4,0
34,Female,178.86330196061593,75.41018763539495,23.571517005883827,4,0
66,Female,163.07338442169896,70.51197972267367,26.515311833548907,1,0
79,Male,169.3347148244797,81.79810040475878,28.526679103731734,4,0
37,Male,172.45277837778428,26.29491336932541,8.841609971341395,3,1
65,Male,181.60221903585239,58.73792042368389,17.810506271454667,2,1
42,Female,167.6070322320058,68.59581386074828,24.41817156088773,2,0
39,Male,162.82176613948278,80.56802198653764,30.390495352934185,2,0
30,Female,165.15639055727644,92.3464771010285,33.855526062722696,3,0
76,Male,180.5305743301538,56.723504377492894,17.404498990986642,3,1
36,Female,190.33305298603463,91.85617938304851,25.355953693202235,3,0
66,Male,156.86242186313967,63.21157496197956,25.68968501026803,3,0
53,Male,159.04698384930143,68.05135325528971,26.902081912019874,3,0
29,Male,168.31203213297854,78.7214877819642,27.788363184543464,4,0
78,Female,171.10956096068045,66.95145881039839,22.867121030548375,3,0
58,Female,177.86969565554998,86.65176409999478,27.388830277473048,3,0
36,Male,161.08866991398511,63.93093782330284,24.63661768107223,3,0
29,Male,159.36890963350538,64.15697513079499,25.260193733505133,3,0
26,Female,171.3808715313363,85.77969931313999,29.205175844919754,2,0
24,Female,167.4159927979283,58.553134175985136,20.890857240532124,3,0
45,Female,179.26720997771525,73.7339364297499,22.943818654187798,4,0
31,Male,174.87359803190384,45.09275998459264,14.745460034614377,4,1
48,Female,175.55379347633217,97.29459028091783,31.56954021022369,4,0
69,Male,168.95518653623134,88.09827904355161,30.862021426969854,1,0
36,Female,193.55580258568202,111.25160799371132,29.69572316001603,2,0
75,Male,161.6225201840624,90.0754559716958,34.48281564939361,3,0
64,Female,176.10809833754777,53.05524655599278,17.106835616267368,1,1
33,Female,157.30310012926893,80.02974790240889,32.34274564182125,3,0
70,Female,159.26532322260547,56.22986856667293,22.167903065989556,1,0
22,Female,163.92654401234546,93.67056260579649,34.858168332793475,1,0
52,Female,186.29323336618026,53.482895680336405,15.410642717685993,4,1
29,Male,172.6389443045402,52.76267673640304,17.703098128615586,4,1
42,Female,164.09521931455626,45.8528281945497,17.028416758823298,1,1
69,Female,173.74436325954574,62.674302681054975,20.761946283443255,4,0
76,Female,170.3514788142451,59.65783262824643,20.55775354968596,1,0
38,Male,165.08026630860883,51.07526341241102,18.74218815459706,2,0
53,Female,156.03371144211772,99.84713656365288,41.010846818507815,4,0
70,Male,184.3854248451229,77.94821044579967,22.927303099230965,4,0
40,Female,172.09818128710046,76.18351809785068,25.72222084267457,4,0
33,Female,191.7373837346824,93.83746628871891,25.524819441379247,2,0
74,Male,179.40321620540882,73.84386688064401,22.943199513736282,1,0
56,Female,175.51319724761044,58.76979697742291,19.07807866262475,3,0
62,Male,165.64795671383033,44.49685386223515,16.21650047167437,4,1
70,Male,159.04654436143085,57.92413911484894,22.898715051266894,1,0
59,Female,167.82269015511554,92.58123400762692,32.87165788221503,2,0
75,Male,158.75707405794168,51.1699582647076,20.302470611102766,3,0
56,Female,176.50190380730754,75.29690856996815,24.17009500903598,4,0
31,Female,186.3265249769713,85.50887714628338,24.62985385095371,2,0
48,Male,167.3908773388287,74.28017260664878,26.50997590543443,2,0
75,Male,179.44490972391196,75.98474993185873,23.59739986912597,3,0
22,Male,163.10770929783143,79.83405869310141,30.00815068944397,1,0
52,Male,166.97533161792646,75.68921307733973,27.147469925883566,4,0
40,Female,161.85036015434557,94.13611258709923,35.93593256168396,4,0
46,Female,148.66866964929488,54.395624076585854,24.610761591711768,1,0
60,Male,169.6346665008139,73.60637315258178,25.5791554017768,1,0
28,Female,171.28451737597754,42.72639349004278,14.563307486061332,1,1
35,Female,180.65860998761642,38.89380719220194,11.916895422220351,3,1
64,Female,177.95438252669288,68.77493453722025,21.717648999499836,3,0
29,Female,178.08952899038997,78.15069353417134,24.640871609487547,4,0
26,Male,160.25963776882122,94.46001665856346,36.778981997858665,3,0
27,Male,174.5949730607069,106.29687599515694,34.87040812106325,2,0
75,Female,185.82593965481598,89.7979100599822,26.004802154367614,4,0
61,Male,173.79867850709078,80.90748616597044,26.78525392083169,3,0
34,Male,188.28593613065,72.39947283660723,20.42206433882678,1,0
78,Male,190.1896611111986,47.03157905224935,13.002167333115823,2,1
55,Female,167.31531729708354,67.80945091387302,24.222492214817446,1,0
24,Female,163.03060254919427,89.35565126887339,33.61891995813033,4,0
63,Female,162.38537834581052,83.47422784042061,31.656184421265515,1,0
30,Male,154.8386417989678,50.70498779975577,21.1491041658302,3,0
57,Female,164.81597100584474,79.2103847088772,29.15973250710533,3,0
59,Female,182.0766544975625,77.9258921780158,23.505703476355933,4,0
26,Male,147.9596242474876,75.24835180172106,34.372455024170364,1,0
67,Female,159.62546599286253,69.58216666933998,27.308232490977222,4,0
44,Female,168.72868558348003,79.9837595041629,28.094672049990038,1,0
75,Male,161.228147993783,80.45969558368597,30.95256572394844,2,0
19,Male,164.7271405575978,60.37811851852892,22.250985776583896,3,0
